id,question,answer_coordinates,answer_text,aggregation_labels
63,What category am I least consistent in?,"[[5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",misc,5
63,What spending category am I most consistent in from 1677247383 to 1703826714?,"[[5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",retail,6
63,What spending category am I most inconsistent in from 1697635847 to 1703826714?,"[[36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",misc,5
63,What category am I least consistent in?,"[[36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",misc,5
63,What spending category am I most consistent in from 1697635847 to 1703826714?,"[[36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",airlines,6
63,What spending category am I most inconsistent in from 1693099429 to 1703826714?,"[[30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",misc,5
63,What category am I least consistent in?,"[[30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",misc,5
63,What spending category am I most consistent in from 1693099429 to 1703826714?,"[[30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",contracted,6
63,What spending category am I most inconsistent in from 1689874983 to 1703826714?,"[[27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",misc,5
63,What category am I least consistent in?,"[[27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",misc,5
63,What spending category am I most consistent in from 1689874983 to 1703826714?,"[[27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",contracted,6
63,What spending category am I most inconsistent in from 1703427861 to 1703826714?,"[[47, 3]]",clothing,5
63,What category am I least consistent in?,"[[47, 3]]",clothing,5
63,What spending category am I most consistent in from 1703427861 to 1703826714?,"[[47, 3]]",clothing,6
63,What spending category am I most inconsistent in from 1685645694 to 1703826714?,"[[16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",misc,5
63,What category am I least consistent in?,"[[16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",misc,5
63,What spending category am I most consistent in from 1685645694 to 1703826714?,"[[16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",retail,6
63,What spending category am I most inconsistent in from 1686641893 to 1703826714?,"[[20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",misc,5
63,What category am I least consistent in?,"[[20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",misc,5
63,What spending category am I most consistent in from 1686641893 to 1703826714?,"[[20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",contracted,6
63,What is the total amount I've spent from 86 days ago to today?,"[[47, 1], [46, 1], [45, 1], [44, 1], [43, 1], [42, 1], [41, 1], [40, 1], [39, 1], [38, 1], [37, 1], [36, 1], [35, 1], [34, 1]]",1592.58,0
63,What is the total amount I've spent in agricultural from 1696392714 to 1703826714?,"[[40, 1], [39, 1], [36, 1]]",529.9,0
63,What is the total amount I've spent in transportation from 1696392714 to 1703826714?,"[[44, 1], [34, 1]]",95.19,0
63,What is the total amount I've spent in retail from 86 days ago to today?,"[[37, 1]]",94.36,0
63,What is the total amount I've spent in clothing from 1696392714 to 1703826714?,"[[47, 1], [42, 1]]",45.43,0
63,What is the total amount I've spent in misc from 1696392714 to 1703826714?,"[[41, 1], [38, 1]]",193.47,0
63,What is the total amount I've spent in business from 86 days ago to today?,"[[46, 1], [35, 1]]",402.45,0
63,What is the total amount I've spent in government from 1696392714 to 1703826714?,"[[45, 1]]",149.09,0
63,What is the total amount I've spent in airlines from 86 days ago to today?,"[[43, 1]]",82.69,0
63,What is the total amount I've spent from 306 days ago to today?,"[[47, 1], [46, 1], [45, 1], [44, 1], [43, 1], [42, 1], [41, 1], [40, 1], [39, 1], [38, 1], [37, 1], [36, 1], [35, 1], [34, 1], [33, 1], [32, 1], [31, 1], [30, 1], [29, 1], [28, 1], [27, 1], [26, 1], [25, 1], [24, 1], [23, 1], [22, 1], [21, 1], [20, 1], [19, 1], [18, 1], [17, 1], [16, 1], [15, 1], [14, 1], [13, 1], [12, 1], [11, 1], [10, 1], [9, 1], [8, 1], [7, 1], [6, 1]]",4461.05,0
63,What is the total amount I've spent in agricultural from 306 days ago to today?,"[[40, 1], [39, 1], [36, 1], [23, 1], [11, 1], [6, 1]]",811.43,0
63,What is the total amount I've spent in contracted from 306 days ago to today?,"[[32, 1], [18, 1]]",338.76,0
63,What is the total amount I've spent in transportation from 1677388314 to 1703826714?,"[[44, 1], [34, 1]]",95.19,0
63,What is the total amount I've spent in utility from 1677388314 to 1703826714?,"[[25, 1], [7, 1]]",172.66,0
63,What is the total amount I've spent in retail from 1677388314 to 1703826714?,"[[37, 1]]",94.36,0
63,What is the total amount I've spent in clothing from 306 days ago to today?,"[[47, 1], [42, 1], [15, 1], [13, 1]]",176.71,0
63,What is the total amount I've spent in misc from 1677388314 to 1703826714?,"[[41, 1], [38, 1], [28, 1], [12, 1], [8, 1]]",607.28,0
63,What is the total amount I've spent in business from 306 days ago to today?,"[[46, 1], [35, 1], [9, 1]]",602.53,0
63,What is the total amount I've spent in government from 1677388314 to 1703826714?,"[[45, 1], [29, 1], [19, 1]]",201.34,0
63,What is the total amount I've spent in airlines from 1677388314 to 1703826714?,"[[43, 1], [30, 1], [24, 1], [21, 1], [20, 1], [16, 1]]",632.96,0
63,What is the total amount I've spent in lodging from 306 days ago to today?,"[[33, 1], [31, 1], [17, 1], [14, 1]]",322.09,0
63,What is the total amount I've spent in professional from 306 days ago to today?,"[[27, 1], [26, 1], [22, 1], [10, 1]]",405.74,0
63,"In the last 307 days, how much did I spend in total?","[[47, 1], [46, 1], [45, 1], [44, 1], [43, 1], [42, 1], [41, 1], [40, 1], [39, 1], [38, 1], [37, 1], [36, 1], [35, 1], [34, 1], [33, 1], [32, 1], [31, 1], [30, 1], [29, 1], [28, 1], [27, 1], [26, 1], [25, 1], [24, 1], [23, 1], [22, 1], [21, 1], [20, 1], [19, 1], [18, 1], [17, 1], [16, 1], [15, 1], [14, 1], [13, 1], [12, 1], [11, 1], [10, 1], [9, 1], [8, 1], [7, 1], [6, 1]]",4461.05,0
63,What is the total amount I've spent in agricultural from 1677301914 to 1703826714?,"[[40, 1], [39, 1], [36, 1], [23, 1], [11, 1], [6, 1]]",811.43,0
63,What is the total amount I've spent in contracted from 1677301914 to 1703826714?,"[[32, 1], [18, 1]]",338.76,0
63,What is the total amount I've spent in transportation from 307 days ago to today?,"[[44, 1], [34, 1]]",95.19,0
63,What is the total amount I've spent in utility from 307 days ago to today?,"[[25, 1], [7, 1]]",172.66,0
63,What is the total amount I've spent in retail from 1677301914 to 1703826714?,"[[37, 1]]",94.36,0
63,What is the total amount I've spent in clothing from 1677301914 to 1703826714?,"[[47, 1], [42, 1], [15, 1], [13, 1]]",176.71,0
63,What is the total amount I've spent in misc from 1677301914 to 1703826714?,"[[41, 1], [38, 1], [28, 1], [12, 1], [8, 1]]",607.28,0
63,What is the total amount I've spent in business from 1677301914 to 1703826714?,"[[46, 1], [35, 1], [9, 1]]",602.53,0
63,What is the total amount I've spent in government from 1677301914 to 1703826714?,"[[45, 1], [29, 1], [19, 1]]",201.34,0
63,What is the total amount I've spent in airlines from 1677301914 to 1703826714?,"[[43, 1], [30, 1], [24, 1], [21, 1], [20, 1], [16, 1]]",632.96,0
63,What is the total amount I've spent in lodging from 1677301914 to 1703826714?,"[[33, 1], [31, 1], [17, 1], [14, 1]]",322.09,0
63,What is the total amount I've spent in professional from 1677301914 to 1703826714?,"[[27, 1], [26, 1], [22, 1], [10, 1]]",405.74,0
63,What is the total amount I've spent from 1675919514 to 1703826714?,"[[47, 1], [46, 1], [45, 1], [44, 1], [43, 1], [42, 1], [41, 1], [40, 1], [39, 1], [38, 1], [37, 1], [36, 1], [35, 1], [34, 1], [33, 1], [32, 1], [31, 1], [30, 1], [29, 1], [28, 1], [27, 1], [26, 1], [25, 1], [24, 1], [23, 1], [22, 1], [21, 1], [20, 1], [19, 1], [18, 1], [17, 1], [16, 1], [15, 1], [14, 1], [13, 1], [12, 1], [11, 1], [10, 1], [9, 1], [8, 1], [7, 1], [6, 1], [5, 1], [4, 1], [3, 1]]",4787.42,0
63,What is the total amount I've spent in agricultural from 1675919514 to 1703826714?,"[[40, 1], [39, 1], [36, 1], [23, 1], [11, 1], [6, 1]]",811.43,0
63,What is the total amount I've spent in contracted from 323 days ago to today?,"[[32, 1], [18, 1], [5, 1], [3, 1]]",604.85,0
63,What is the total amount I've spent in transportation from 1675919514 to 1703826714?,"[[44, 1], [34, 1]]",95.19,0
63,What is the total amount I've spent in utility from 323 days ago to today?,"[[25, 1], [7, 1]]",172.66,0
63,What is the total amount I've spent in retail from 1675919514 to 1703826714?,"[[37, 1]]",94.36,0
63,What is the total amount I've spent in clothing from 1675919514 to 1703826714?,"[[47, 1], [42, 1], [15, 1], [13, 1]]",176.71,0
63,What is the total amount I've spent in misc from 1675919514 to 1703826714?,"[[41, 1], [38, 1], [28, 1], [12, 1], [8, 1], [4, 1]]",667.56,0
63,What is the total amount I've spent in business from 323 days ago to today?,"[[46, 1], [35, 1], [9, 1]]",602.53,0
63,What is the total amount I've spent in government from 323 days ago to today?,"[[45, 1], [29, 1], [19, 1]]",201.34,0
63,What is the total amount I've spent in airlines from 323 days ago to today?,"[[43, 1], [30, 1], [24, 1], [21, 1], [20, 1], [16, 1]]",632.96,0
63,What is the total amount I've spent in lodging from 323 days ago to today?,"[[33, 1], [31, 1], [17, 1], [14, 1]]",322.09,0
63,What is the total amount I've spent in professional from 323 days ago to today?,"[[27, 1], [26, 1], [22, 1], [10, 1]]",405.74,0
63,What is the total amount I've spent in agricultural?,"[[6, 1], [11, 1], [23, 1], [36, 1], [39, 1], [40, 1]]",811.43,0
63,What is the total amount I've spent in contracted?,"[[3, 1], [5, 1], [18, 1], [32, 1]]",604.85,0
63,What is the total amount I've spent in transportation?,"[[34, 1], [44, 1]]",95.19,0
63,What is the total amount I've spent in utility?,"[[7, 1], [25, 1]]",172.66,0
63,What is the total amount I've spent in retail?,"[[37, 1]]",94.36,0
63,What is the total amount I've spent in clothing?,"[[13, 1], [15, 1], [42, 1], [47, 1]]",176.71,0
63,What is the total amount I've spent in misc?,"[[0, 1], [4, 1], [8, 1], [12, 1], [28, 1], [38, 1], [41, 1]]",763.92,0
63,What is the total amount I've spent in business?,"[[9, 1], [35, 1], [46, 1]]",602.53,0
63,What is the total amount I've spent in government?,"[[19, 1], [29, 1], [45, 1]]",201.34,0
63,What is the total amount I've spent in airlines?,"[[1, 1], [16, 1], [20, 1], [21, 1], [24, 1], [30, 1], [43, 1]]",726.82,0
63,What is the total amount I've spent in lodging?,"[[14, 1], [17, 1], [31, 1], [33, 1]]",322.09,0
63,What is the total amount I've spent in professional?,"[[2, 1], [10, 1], [22, 1], [26, 1], [27, 1]]",608.43,0
63,What is the total amount I've spent at Williams-Gibson?,"[[0, 1], [4, 1]]",156.64,0
63,What is the total amount I've spent at Mills and Sons?,"[[1, 1]]",93.86,0
63,What is the total amount I've spent at Smith and Sons?,"[[2, 1]]",202.69,0
63,"What is the total amount I've spent at Horn, Johnson and Bishop?","[[3, 1]]",171.34,0
63,"What is the total amount I've spent at Stark, Turner and Cook?","[[5, 1]]",94.75,0
63,What is the total amount I've spent at Castro-Andrews?,"[[6, 1]]",107.79,0
63,"What is the total amount I've spent at Lutz, Carter and Shea?","[[7, 1]]",99.63,0
63,"What is the total amount I've spent at Burke, Ford and Steele?","[[8, 1]]",10.42,0
63,"What is the total amount I've spent at Rose, Brown and Nelson?","[[9, 1]]",200.08,0
63,"What is the total amount I've spent at Miller, Howell and Bailey?","[[10, 1]]",102.81,0
63,"What is the total amount I've spent at Ray, Carpenter and Larson?","[[11, 1]]",110.67,0
63,What is the total amount I've spent at Clements Inc?,"[[12, 1]]",159.58,0
63,What is the total amount I've spent at Velazquez PLC?,"[[13, 1]]",44.14,0
63,What is the total amount I've spent at Pitts Group?,"[[14, 1]]",77.59,0
63,What is the total amount I've spent at Thompson-Baldwin?,"[[15, 1]]",87.14,0
63,"What is the total amount I've spent at Lin, Macdonald and Johnson?","[[16, 1]]",200.17,0
63,"What is the total amount I've spent at Hurley, Wood and Sosa?","[[17, 1]]",158.98,0
63,What is the total amount I've spent at Brown-House?,"[[18, 1]]",168.15,0
63,What is the total amount I've spent at Stewart Group?,"[[19, 1]]",1.15,0
63,"What is the total amount I've spent at Copeland, Brown and Faulkner?","[[20, 1]]",25.74,0
63,"What is the total amount I've spent at Mcconnell, Smith and Bradley?","[[21, 1]]",112.1,0
63,What is the total amount I've spent at Fisher-Lee?,"[[22, 1]]",156.7,0
63,What is the total amount I've spent at Howell PLC?,"[[23, 1]]",63.07,0
63,What is the total amount I've spent at Hansen-Garza?,"[[24, 1]]",125.52,0
63,"What is the total amount I've spent at Harris, Owens and Glenn?","[[25, 1]]",73.03,0
63,What is the total amount I've spent at Alexander-Kelly?,"[[26, 1]]",26.75,0
63,What is the total amount I've spent at Gallegos Ltd?,"[[27, 1]]",119.48,0
63,"What is the total amount I've spent at Garcia, Griffin and Thomas?","[[28, 1]]",243.81,0
63,What is the total amount I've spent at Johnson-Callahan?,"[[29, 1]]",51.1,0
63,"What is the total amount I've spent at Allen, Hernandez and Henson?","[[30, 1]]",86.74,0
63,"What is the total amount I've spent at Jacobs, Sandoval and Molina?","[[31, 1]]",67.97,0
63,What is the total amount I've spent at Carter-Brooks?,"[[32, 1]]",170.61,0
63,What is the total amount I've spent at Richardson Inc?,"[[33, 1]]",17.55,0
63,What is the total amount I've spent at Smith-Nguyen?,"[[34, 1]]",42.93,0
63,"What is the total amount I've spent at Clayton, Page and Hammond?","[[35, 1]]",230.22,0
63,"What is the total amount I've spent at Thompson, Hancock and Harris?","[[36, 1]]",199.12,0
63,What is the total amount I've spent at Pearson-Brennan?,"[[37, 1]]",94.36,0
63,"What is the total amount I've spent at Collins, Jones and Adams?","[[38, 1]]",10.2,0
63,What is the total amount I've spent at Chang Inc?,"[[39, 1]]",89.98,0
63,"What is the total amount I've spent at Bauer, Smith and Simon?","[[40, 1]]",240.8,0
63,What is the total amount I've spent at King PLC?,"[[41, 1]]",183.27,0
63,"What is the total amount I've spent at Leblanc, Flores and Cuevas?","[[42, 1]]",12.23,0
63,What is the total amount I've spent at Humphrey and Sons?,"[[43, 1]]",82.69,0
63,"What is the total amount I've spent at Rose, Morris and Johns?","[[44, 1]]",52.26,0
63,What is the total amount I've spent at Bonilla-Scott?,"[[45, 1]]",149.09,0
63,What is the total amount I've spent at Matthews-Meadows?,"[[46, 1]]",172.23,0
63,"What is the total amount I've spent at Garcia, Sanchez and Clark?","[[47, 1]]",33.2,0
63,What merchant did I spend the most on?,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 2], [13, 2], [14, 2], [15, 2], [16, 2], [17, 2], [18, 2], [19, 2], [20, 2], [21, 2], [22, 2], [23, 2], [24, 2], [25, 2], [26, 2], [27, 2], [28, 2], [29, 2], [30, 2], [31, 2], [32, 2], [33, 2], [34, 2], [35, 2], [36, 2], [37, 2], [38, 2], [39, 2], [40, 2], [41, 2], [42, 2], [43, 2], [44, 2], [45, 2], [46, 2], [47, 2]]","Garcia, Griffin and Thomas",3
63,What was my biggest transaction amount at Williams-Gibson?,"[[0, 1]]",96.36,7
63,What was my smallest transaction amount at Williams-Gibson?,"[[4, 1]]",60.28,7
63,What was my biggest transaction amount at Mills and Sons?,"[[1, 1]]",93.86,7
63,What was my smallest transaction amount at Mills and Sons?,"[[1, 1]]",93.86,7
63,What was my biggest transaction amount at Smith and Sons?,"[[2, 1]]",202.69,7
63,What was my smallest transaction amount at Smith and Sons?,"[[2, 1]]",202.69,7
63,"What was my biggest transaction amount at Horn, Johnson and Bishop?","[[3, 1]]",171.34,7
63,"What was my smallest transaction amount at Horn, Johnson and Bishop?","[[3, 1]]",171.34,7
63,"What was my biggest transaction amount at Stark, Turner and Cook?","[[5, 1]]",94.75,7
63,"What was my smallest transaction amount at Stark, Turner and Cook?","[[5, 1]]",94.75,7
63,What was my biggest transaction amount at Castro-Andrews?,"[[6, 1]]",107.79,7
63,What was my smallest transaction amount at Castro-Andrews?,"[[6, 1]]",107.79,7
63,"What was my biggest transaction amount at Lutz, Carter and Shea?","[[7, 1]]",99.63,7
63,"What was my smallest transaction amount at Lutz, Carter and Shea?","[[7, 1]]",99.63,7
63,"What was my biggest transaction amount at Burke, Ford and Steele?","[[8, 1]]",10.42,7
63,"What was my smallest transaction amount at Burke, Ford and Steele?","[[8, 1]]",10.42,7
63,"What was my biggest transaction amount at Rose, Brown and Nelson?","[[9, 1]]",200.08,7
63,"What was my smallest transaction amount at Rose, Brown and Nelson?","[[9, 1]]",200.08,7
63,"What was my biggest transaction amount at Miller, Howell and Bailey?","[[10, 1]]",102.81,7
63,"What was my smallest transaction amount at Miller, Howell and Bailey?","[[10, 1]]",102.81,7
63,"What was my biggest transaction amount at Ray, Carpenter and Larson?","[[11, 1]]",110.67,7
63,"What was my smallest transaction amount at Ray, Carpenter and Larson?","[[11, 1]]",110.67,7
63,What was my biggest transaction amount at Clements Inc?,"[[12, 1]]",159.58,7
63,What was my smallest transaction amount at Clements Inc?,"[[12, 1]]",159.58,7
63,What was my biggest transaction amount at Velazquez PLC?,"[[13, 1]]",44.14,7
63,What was my smallest transaction amount at Velazquez PLC?,"[[13, 1]]",44.14,7
63,What was my biggest transaction amount at Pitts Group?,"[[14, 1]]",77.59,7
63,What was my smallest transaction amount at Pitts Group?,"[[14, 1]]",77.59,7
63,What was my biggest transaction amount at Thompson-Baldwin?,"[[15, 1]]",87.14,7
63,What was my smallest transaction amount at Thompson-Baldwin?,"[[15, 1]]",87.14,7
63,"What was my biggest transaction amount at Lin, Macdonald and Johnson?","[[16, 1]]",200.17,7
63,"What was my smallest transaction amount at Lin, Macdonald and Johnson?","[[16, 1]]",200.17,7
63,"What was my biggest transaction amount at Hurley, Wood and Sosa?","[[17, 1]]",158.98,7
63,"What was my smallest transaction amount at Hurley, Wood and Sosa?","[[17, 1]]",158.98,7
63,What was my biggest transaction amount at Brown-House?,"[[18, 1]]",168.15,7
63,What was my smallest transaction amount at Brown-House?,"[[18, 1]]",168.15,7
63,What was my biggest transaction amount at Stewart Group?,"[[19, 1]]",1.15,7
63,What was my smallest transaction amount at Stewart Group?,"[[19, 1]]",1.15,7
63,"What was my biggest transaction amount at Copeland, Brown and Faulkner?","[[20, 1]]",25.74,7
63,"What was my smallest transaction amount at Copeland, Brown and Faulkner?","[[20, 1]]",25.74,7
63,"What was my biggest transaction amount at Mcconnell, Smith and Bradley?","[[21, 1]]",112.1,7
63,"What was my smallest transaction amount at Mcconnell, Smith and Bradley?","[[21, 1]]",112.1,7
63,What was my biggest transaction amount at Fisher-Lee?,"[[22, 1]]",156.7,7
63,What was my smallest transaction amount at Fisher-Lee?,"[[22, 1]]",156.7,7
63,What was my biggest transaction amount at Howell PLC?,"[[23, 1]]",63.07,7
63,What was my smallest transaction amount at Howell PLC?,"[[23, 1]]",63.07,7
63,What was my biggest transaction amount at Hansen-Garza?,"[[24, 1]]",125.52,7
63,What was my smallest transaction amount at Hansen-Garza?,"[[24, 1]]",125.52,7
63,"What was my biggest transaction amount at Harris, Owens and Glenn?","[[25, 1]]",73.03,7
63,"What was my smallest transaction amount at Harris, Owens and Glenn?","[[25, 1]]",73.03,7
63,What was my biggest transaction amount at Alexander-Kelly?,"[[26, 1]]",26.75,7
63,What was my smallest transaction amount at Alexander-Kelly?,"[[26, 1]]",26.75,7
63,What was my biggest transaction amount at Gallegos Ltd?,"[[27, 1]]",119.48,7
63,What was my smallest transaction amount at Gallegos Ltd?,"[[27, 1]]",119.48,7
63,"What was my biggest transaction amount at Garcia, Griffin and Thomas?","[[28, 1]]",243.81,7
63,"What was my smallest transaction amount at Garcia, Griffin and Thomas?","[[28, 1]]",243.81,7
63,What was my biggest transaction amount at Johnson-Callahan?,"[[29, 1]]",51.1,7
63,What was my smallest transaction amount at Johnson-Callahan?,"[[29, 1]]",51.1,7
63,"What was my biggest transaction amount at Allen, Hernandez and Henson?","[[30, 1]]",86.74,7
63,"What was my smallest transaction amount at Allen, Hernandez and Henson?","[[30, 1]]",86.74,7
63,"What was my biggest transaction amount at Jacobs, Sandoval and Molina?","[[31, 1]]",67.97,7
63,"What was my smallest transaction amount at Jacobs, Sandoval and Molina?","[[31, 1]]",67.97,7
63,What was my biggest transaction amount at Carter-Brooks?,"[[32, 1]]",170.61,7
63,What was my smallest transaction amount at Carter-Brooks?,"[[32, 1]]",170.61,7
63,What was my biggest transaction amount at Richardson Inc?,"[[33, 1]]",17.55,7
63,What was my smallest transaction amount at Richardson Inc?,"[[33, 1]]",17.55,7
63,What was my biggest transaction amount at Smith-Nguyen?,"[[34, 1]]",42.93,7
63,What was my smallest transaction amount at Smith-Nguyen?,"[[34, 1]]",42.93,7
63,"What was my biggest transaction amount at Clayton, Page and Hammond?","[[35, 1]]",230.22,7
63,"What was my smallest transaction amount at Clayton, Page and Hammond?","[[35, 1]]",230.22,7
63,"What was my biggest transaction amount at Thompson, Hancock and Harris?","[[36, 1]]",199.12,7
63,"What was my smallest transaction amount at Thompson, Hancock and Harris?","[[36, 1]]",199.12,7
63,What was my biggest transaction amount at Pearson-Brennan?,"[[37, 1]]",94.36,7
63,What was my smallest transaction amount at Pearson-Brennan?,"[[37, 1]]",94.36,7
63,"What was my biggest transaction amount at Collins, Jones and Adams?","[[38, 1]]",10.2,7
63,"What was my smallest transaction amount at Collins, Jones and Adams?","[[38, 1]]",10.2,7
63,What was my biggest transaction amount at Chang Inc?,"[[39, 1]]",89.98,7
63,What was my smallest transaction amount at Chang Inc?,"[[39, 1]]",89.98,7
63,"What was my biggest transaction amount at Bauer, Smith and Simon?","[[40, 1]]",240.8,7
63,"What was my smallest transaction amount at Bauer, Smith and Simon?","[[40, 1]]",240.8,7
63,What was my biggest transaction amount at King PLC?,"[[41, 1]]",183.27,7
63,What was my smallest transaction amount at King PLC?,"[[41, 1]]",183.27,7
63,"What was my biggest transaction amount at Leblanc, Flores and Cuevas?","[[42, 1]]",12.23,7
63,"What was my smallest transaction amount at Leblanc, Flores and Cuevas?","[[42, 1]]",12.23,7
63,What was my biggest transaction amount at Humphrey and Sons?,"[[43, 1]]",82.69,7
63,What was my smallest transaction amount at Humphrey and Sons?,"[[43, 1]]",82.69,7
63,"What was my biggest transaction amount at Rose, Morris and Johns?","[[44, 1]]",52.26,7
63,"What was my smallest transaction amount at Rose, Morris and Johns?","[[44, 1]]",52.26,7
63,What was my biggest transaction amount at Bonilla-Scott?,"[[45, 1]]",149.09,7
63,What was my smallest transaction amount at Bonilla-Scott?,"[[45, 1]]",149.09,7
63,What was my biggest transaction amount at Matthews-Meadows?,"[[46, 1]]",172.23,7
63,What was my smallest transaction amount at Matthews-Meadows?,"[[46, 1]]",172.23,7
63,"What was my biggest transaction amount at Garcia, Sanchez and Clark?","[[47, 1]]",33.2,7
63,"What was my smallest transaction amount at Garcia, Sanchez and Clark?","[[47, 1]]",33.2,7
63,What was my biggest transaction amount in agricultural?,"[[40, 1]]",240.8,7
63,What was my smallest transaction amount in agricultural?,"[[23, 1]]",63.07,7
63,What was my biggest transaction amount in contracted?,"[[3, 1]]",171.34,7
63,What was my smallest transaction amount in contracted?,"[[5, 1]]",94.75,7
63,What was my biggest transaction amount in transportation?,"[[44, 1]]",52.26,7
63,What was my smallest transaction amount in transportation?,"[[34, 1]]",42.93,7
63,What was my biggest transaction amount in utility?,"[[7, 1]]",99.63,7
63,What was my smallest transaction amount in utility?,"[[25, 1]]",73.03,7
63,What was my biggest transaction amount in retail?,"[[37, 1]]",94.36,7
63,What was my smallest transaction amount in retail?,"[[37, 1]]",94.36,7
63,What was my biggest transaction amount in clothing?,"[[15, 1]]",87.14,7
